Porosity,Permeability_1,Permeability_2,Permeability_3,Error
0.1466337,0.0000000000001946203,0.0000000000003101998,0.0000000000006558848,0.00007216541499999999
0.1510784,0.0000000000003440518,0.0000000000001624003,0.0000000000006402382,0.0001575518166666667
0.2442603,0.0000000000008516055,0.0000000000002881777,0.0000000000005235114,0.0006300989166666667
0.1148757,0.0000000000004301491,0.0000000000009398496,0.0000000000007323278,0.000226275475
0.267833,0.0000000000001966244,0.000000000000386369,0.0000000000002394266,0.00010567648666666666
0.282359,0.0000000000006788443,0.0000000000009401087,0.0000000000007308608,0.0005677832500000001
0.2619087,0.0000000000005126521,0.0000000000003324676,0.0000000000005886547,0.00037308437500000005
0.2032921,0.0000000000005207297,0.0000000000009767885,0.0000000000001622491,0.0003514741916666666
0.2772329,0.0000000000006687746,0.0000000000004085746,0.0000000000003367103,0.0005078714666666666
0.1355112,0.0000000000005890599,0.0000000000009365661,0.0000000000002377011,0.0003338909416666666
0.1070919,0.0000000000005840134,0.0000000000009051852,0.00000000000007836345,0.0003402247083333333
0.2292384,0.0000000000003079969,0.0000000000002087725,0.0000000000008532274,0.00017810686666666663
0.2192316,0.0000000000004648362,0.0000000000001521208,0.00000000000004035376,0.00030736141666666664
0.2344412,0.0000000000006766216,0.0000000000003041055,0.0000000000002838483,0.0004966539833333333
0.1245363,0.0000000000008325887,0.0000000000004829678,0.0000000000003410802,0.000518216275
0.2565747,0.0000000000009819414,0.0000000000001910548,0.0000000000009025743,0.0007589107
0.2783942,0.0000000000006428173,0.0000000000004081435,0.0000000000004945726,0.0004993219833333334
0.1438684,0.0000000000009570588,0.0000000000001525373,0.000000000000561205,0.0005620527666666667
0.2529052,0.0000000000006536772,0.0000000000009374374,0.0000000000000557567,0.0005103064499999999
0.2987697,0.0000000000008896467,0.0000000000007585486,0.00000000000002431863,0.0006879348083333333
0.2261402,0.000000000000619985,0.0000000000009063954,0.0000000000006361089,0.00043566144166666673
0.1651603,0.0000000000005501401,0.0000000000003900382,0.0000000000006372,0.000348839775
0.2396175,0.0000000000008423009,0.0000000000001264751,0.0000000000002109752,0.0006456072666666666
0.2962088,0.0000000000002193254,0.0000000000001293912,0.0000000000001809611,0.00011772894166666668
0.2909594,0.0000000000002872798,0.0000000000009598167,0.0000000000006452714,0.000168194845
0.2158125,0.0000000000008080298,0.0000000000008504209,0.0000000000009814325,0.0005976641416666667
0.1909533,0.0000000000007196115,0.0000000000004025869,0.0000000000004567247,0.00046982000833333334
0.2947058,0.0000000000007755669,0.000000000000676296,0.0000000000002393647,0.0006261074583333333
0.1368136,0.000000000000717702,0.00000000000005209229,0.0000000000007700794,0.000417681775
0.1279906,0.0000000000001577262,0.0000000000008883914,0.0000000000004289937,0.0000695369325
0.2932886,0.0000000000007240272,0.0000000000003841896,0.0000000000004946861,0.0005703617083333333
0.2505203,0.0000000000004972809,0.000000000000667826,0.0000000000003702467,0.0003465265833333333
0.2709044,0.0000000000003836937,0.0000000000005950561,0.0000000000005687855,0.000252764275
0.2648084,0.0000000000003280314,0.0000000000003270592,0.0000000000003290751,0.00022035866666666667
0.1232579,0.0000000000009443565,0.0000000000008372992,0.0000000000001983883,0.0005478673416666667
0.2936855,0.0000000000002317292,0.0000000000008221368,0.0000000000006094357,0.00010779429999999999
0.2541209,0.0000000000005432516,0.0000000000007243284,0.0000000000001977997,0.0003766057166666667
0.1673098,0.0000000000001577142,0.0000000000003051155,0.0000000000006923368,0.000059865983333333336
0.2165319,0.00000000000005163706,0.0000000000006244619,0.0000000000001027926,0.00003113952491666667
0.2152067,0.0000000000004165719,0.0000000000008883943,0.0000000000002330006,0.00027596068333333334
0.2664659,0.00000000000003785106,0.0000000000006558842,0.0000000000004543057,0.00002794442025
0.1158192,0.0000000000007563022,0.0000000000009930272,0.0000000000004156382,0.00044903385
0.1720014,0.000000000000987103,0.0000000000005136819,0.0000000000001992529,0.0006395587500000001
0.2304177,0.0000000000009685976,0.0000000000005320456,0.0000000000006412895,0.0007224066666666667
0.1311238,0.0000000000004109232,0.00000000000027662,0.0000000000008195893,0.00022302635833333333
0.1253211,0.0000000000005081471,0.0000000000004298034,0.0000000000008299603,0.00028737835
0.1706017,0.0000000000004387225,0.0000000000006762653,0.0000000000006534155,0.0002533148833333333
0.1107803,0.00000000000003064858,0.0000000000002367279,0.0000000000002401698,0.00005929120333333333
0.2561911,0.0000000000002347447,0.0000000000004506785,0.000000000000216354,0.00012033887083333334
0.1128266,0.0000000000004348385,0.00000000000009992325,0.0000000000007229194,0.00024541879999999996
0.1092665,0.0000000000009646299,0.0000000000009038442,0.000000000000539391,0.0005663409166666665
0.1197286,0.0000000000004675955,0.0000000000002794197,0.0000000000008665053,0.00024088835833333338
0.2249572,0.0000000000009931937,0.0000000000008687716,0.0000000000008275768,0.000724733675
0.275358,0.0000000000008967939,0.0000000000004931997,0.0000000000002965771,0.0006979917416666667
0.165747,0.00000000000025425,0.0000000000006018478,0.0000000000005459087,0.00010174925833333334
0.2422014,0.000000000000888098,0.0000000000006032561,0.00000000000006241065,0.0006866667000000001
0.2794195,0.0000000000002251588,0.0000000000004067791,0.0000000000006596978,0.00011349252833333332
0.1755326,0.0000000000007795648,0.0000000000005146273,0.000000000000871279,0.0005260677000000001
0.1761923,0.0000000000006236021,0.0000000000006325415,0.0000000000006453366,0.0003901928416666667
0.2925376,0.0000000000007085531,0.000000000000764354,0.0000000000007515769,0.0005769257333333333
0.2599193,0.0000000000005191141,0.0000000000008568145,0.0000000000002127996,0.00036856285000000003
0.2802596,0.0000000000006883886,0.000000000000579811,0.0000000000009107811,0.0005267647749999999
0.2870768,0.000000000000221623,0.0000000000006258573,0.000000000000758757,0.00010138429175000002
0.1389265,0.0000000000002846837,0.0000000000004281672,0.0000000000008635111,0.00013195541833333334
0.2948197,0.0000000000007357041,0.0000000000009261873,0.0000000000007933193,0.00058810535
0.2351264,0.000000000000292006,0.0000000000002665584,0.0000000000004027398,0.00014253362333333333
0.110192,0.0000000000003166668,0.00000000000002426233,0.0000000000004648366,0.00013692257416666665
0.143295,0.0000000000003245617,0.000000000000742744,0.000000000000702595,0.00016091732499999998
0.2509067,0.0000000000008948746,0.000000000000919178,0.00000000000069532,0.0007247691083333334
0.2525891,0.0000000000002283514,0.0000000000007325903,0.0000000000004064763,0.00012324440916666667
0.1880599,0.0000000000002675291,0.000000000000979071,0.0000000000009577991,0.00014808672
0.290686,0.0000000000009407863,0.000000000000825834,0.000000000000804631,0.000779082175
0.175967,0.0000000000002356274,0.0000000000009157828,0.00000000000006019665,0.00007025773
0.2505729,0.000000000000779842,0.0000000000002236203,0.0000000000002537834,0.0006227660583333332
0.2235598,0.0000000000005821576,0.0000000000002174425,0.0000000000002849812,0.0003965819333333333
0.1110761,0.0000000000005679162,0.0000000000008809505,0.0000000000007982495,0.00032082620833333335
0.2049626,0.0000000000001181659,0.0000000000004169385,0.0000000000006274922,0.0000352785575
0.2789283,0.0000000000007784182,0.00000000000006287806,0.0000000000003852517,0.0006494052666666668
0.1333364,0.000000000000637825,0.0000000000003801386,0.0000000000007423005,0.00035458267500000006
0.2069542,0.0000000000003254,0.0000000000008274049,0.0000000000004072062,0.00017129901666666664
0.1598446,0.0000000000003138719,0.0000000000005642497,0.0000000000007515615,0.000159989685
0.1870721,0.0000000000008330321,0.0000000000002918282,0.0000000000006928248,0.0005856277500000001
0.1641541,0.0000000000001556672,0.0000000000001338471,0.000000000000565808,0.00005002834083333334
0.2931436,0.0000000000006422885,0.0000000000006568116,0.0000000000009888705,0.0005059130583333334
0.2641655,0.000000000000151617,0.00000000000009696234,0.0000000000001599527,0.00004385308500000001
0.1892207,0.0000000000003580631,0.0000000000009798575,0.0000000000006039665,0.00019414315916666666
0.2196865,0.0000000000006404644,0.0000000000003315728,0.0000000000006968936,0.0004532644166666667
0.1641664,0.000000000000668745,0.0000000000008068918,0.00000000000004190838,0.00041461850000000007
0.1219047,0.0000000000008275509,0.0000000000004638688,0.0000000000004351648,0.0005018539999999999
0.1258336,0.0000000000004930925,0.0000000000002152591,0.0000000000001476854,0.00026697415
0.2909912,0.000000000000162208,0.0000000000007158212,0.000000000000593517,0.00006566831683333334
0.2944267,0.0000000000001777588,0.0000000000007627083,0.0000000000001330945,0.00008594834416666667
0.1385959,0.0000000000008595536,0.000000000000566831,0.0000000000001547811,0.0005216409083333334
0.1050401,0.0000000000009561014,0.0000000000001602874,0.0000000000009383271,0.0005673891583333332
0.1714412,0.0000000000008702063,0.0000000000002689245,0.0000000000003862523,0.0005511774583333333
0.1637721,0.0000000000001419444,0.0000000000001453776,0.0000000000004625483,0.000041475389166666664
0.1295176,0.0000000000004861723,0.0000000000006733787,0.0000000000002223275,0.00028348054999999993
